Test,tenure,Monthly Charges,Total Charges Residues,Total Charges
NoGAN,4,77.73402994,-35.46328227,305.3309206
NoGAN,9,98.83269953,157.4917725,924.278729
NoGAN,4,23.7920668,-255.3004692,85.49373368
NoGAN,15,61.05694644,-273.2867937,1004.691467
NoGAN,65,116.2000688,2268.110866,7806.016663
NoGAN,65,112.7785161,2186.384653,7724.29045
NoGAN,47,106.2078095,1113.416466,5117.74835
NoGAN,50,106.7507437,1103.523408,5363.450944
NoGAN,49,107.7437219,1131.188825,5305.91781
NoGAN,48,108.4353311,1101.094142,5190.624577
NoGAN,1,29.55157348,-52.73285777,32.46569296
NoGAN,1,31.29265227,-54.28892715,30.90962358
NoGAN,7,79.74920212,9.204380036,605.5942351
NoGAN,7,80.15941443,8.37475937,604.7646144
NoGAN,10,100.4695672,216.2006643,1068.186172
NoGAN,10,100.581456,212.4872098,1064.472717
NoGAN,18,90.92301744,63.47567647,1597.04959
NoGAN,3,45.28595327,-127.8991034,127.6965488
NoGAN,8,94.78317581,58.80046083,740.3888666
NoGAN,8,94.85514626,60.2182611,741.8066669
NoGAN,8,94.95893909,57.79996716,739.388373
NoGAN,8,94.74668244,59.82953298,741.4179388
NoGAN,33,85.01628565,-65.32170782,2746.230466
NoGAN,58,105.2550082,1091.222346,6032.738288
NoGAN,51,103.6901882,971.2499958,5316.376083
NoGAN,2,25.20282929,-114.3301116,56.06698985
NoGAN,2,27.86126383,-116.2176178,54.17948361
NoGAN,1,88.77230225,4.737733352,89.93628408
NoGAN,23,101.6856421,220.3537496,2179.920416
NoGAN,66,49.07438299,-2215.038566,3408.065782
NoGAN,4,74.68577061,-16.94286794,323.851335
NoGAN,4,74.90641471,-18.74644793,322.047755
NoGAN,16,64.52125703,-362.8062906,1000.370521
NoGAN,17,62.84942616,-365.8870932,1082.488269
NoGAN,34,84.15029885,-55.04454349,2841.706181
NoGAN,32,82.93467018,-53.44232336,2672.9113
NoGAN,47,115.3830672,1107.535173,5111.867057
NoGAN,34,74.09579015,-416.6801627,2480.070562
NoGAN,34,74.4586884,-433.6836523,2463.067072
NoGAN,33,74.21135895,-419.4262231,2392.125951
NoGAN,10,73.05087693,-55.97237177,796.0131355
NoGAN,10,72.18131803,-59.155626,792.8298812
NoGAN,10,73.85278445,-58.14130082,793.8442064
NoGAN,1,85.15027138,0.542075964,85.74062669
NoGAN,1,85.10055736,-0.068154981,85.13039574
NoGAN,21,65.89585424,-528.9444004,1260.225165
NoGAN,8,70.84992628,-114.3456708,567.242735
NoGAN,6,95.44893727,63.18689021,574.3781946
NoGAN,6,95.83329013,62.90080938,574.0921137
NoGAN,18,100.2828307,264.2792135,1797.853127
NoGAN,1,69.55705259,-15.85352206,69.34502866
NoGAN,1,69.74267026,-15.91324437,69.28530636
NoGAN,3,56.9362014,-59.61697054,195.9786816
NoGAN,1,36.75437117,-51.27398532,33.9245654
NoGAN,1,35.75684578,-49.7171533,35.48139742
NoGAN,1,41.0518452,-51.89238593,33.30616479
NoGAN,1,37.7951963,-51.80028552,33.3982652
NoGAN,16,70.20592695,-284.0864279,1079.090384
NoGAN,46,30.16695288,-3111.004353,808.1289802
NoGAN,1,84.40701672,-0.855583794,84.34296693
NoGAN,1,84.80663604,-0.355182474,84.84336825
NoGAN,1,84.38872837,-1.845184214,83.35336651
NoGAN,1,84.41763205,-0.847402245,84.35114848
NoGAN,1,84.73545251,-0.261951627,84.9365991
NoGAN,1,84.55521092,-1.48959764,83.70895308
NoGAN,1,84.58232396,-1.24671178,83.95183894
NoGAN,1,84.81584254,-1.319711567,83.87883916
NoGAN,1,84.87414112,-1.796441243,83.40210948
NoGAN,1,84.59112437,-0.213665245,84.98488548
NoGAN,67,100.5510213,1269.124214,6977.427113
NoGAN,66,99.95505728,1276.11757,6899.221918
NoGAN,5,68.27126377,-74.19167268,351.8010809
NoGAN,32,91.00163009,218.2587157,2944.612339
NoGAN,1,75.3949923,-9.826286862,75.37226386
NoGAN,1,75.16345287,-9.873402778,75.32514795
NoGAN,1,75.16597951,-9.589020106,75.60953062
NoGAN,1,75.18501168,-9.686928596,75.51162213
NoGAN,1,75.21684988,-9.472219785,75.72633094
NoGAN,1,75.45445539,-9.451940259,75.74661047
NoGAN,36,71.84135349,-389.2894209,2677.858405
NoGAN,44,100.3007114,680.3975262,4429.133758
NoGAN,45,100.0744023,673.1181707,4507.052953
NoGAN,1,92.49095286,5.639795255,90.83834598
NoGAN,3,24.76302967,-203.9896117,51.60604044
NoGAN,3,28.7478936,-199.8992671,55.69638508
NoGAN,31,78.68051642,-213.6704228,2427.48465
NoGAN,25,89.80029182,124.4369914,2254.40076
NoGAN,27,90.05135344,122.5813667,2422.942236
NoGAN,44,23.290645,-2575.772556,1172.963676
NoGAN,43,24.07070522,-3579.535021,84.00266062
NoGAN,46,22.10226292,-2731.370562,1187.762771
NoGAN,46,87.78936824,162.3243487,4081.457682
NoGAN,4,28.77778824,-233.6474992,107.1467037
NoGAN,16,96.16776514,217.9921439,1581.168956
NoGAN,16,96.6333202,221.0268063,1584.203618
NoGAN,57,70.11666836,-900.3521073,3955.965284
NoGAN,5,85.07869543,49.76959211,475.7623457
NoGAN,38,105.6761331,974.6056635,4212.150591
NoGAN,56,54.15914489,-1855.977496,2915.141345
NoGAN,10,86.09570734,-17.78344116,834.2020661
NoGAN,2,49.59755044,-57.87682031,112.5202811
NoGAN,1,45.00670087,-40.27265845,44.92589227
NoGAN,1,45.14250628,-40.17627209,45.02227864
NoGAN,26,103.0456795,503.8830802,2719.045399
NoGAN,26,103.270238,528.7911009,2743.95342
NoGAN,2,90.21542486,16.74107564,187.1381771
NoGAN,2,89.74043909,14.11483207,184.5119335
NoGAN,17,88.77613856,49.01046307,1497.385825
NoGAN,11,94.32804784,133.5964677,1070.780526
NoGAN,14,75.22586865,-167.4130058,1025.366704
NoGAN,14,75.27901967,-170.5503962,1022.229314
NoGAN,21,104.7270975,366.3991844,2155.56875
NoGAN,10,80.53046692,-62.69705937,789.2884479
NoGAN,10,80.32215016,-61.60702229,790.378485
NoGAN,10,80.58171179,-64.36224965,787.6232576
NoGAN,6,105.3467879,35.14948148,546.3407858
NoGAN,6,105.539226,31.4218034,542.6131077
NoGAN,16,53.83917438,-527.5025439,835.6742677
NoGAN,7,84.79980103,-48.09533384,548.2945212
NoGAN,7,84.93446547,-48.33894264,548.0509124
NoGAN,7,84.85033245,-49.58474914,546.8051059
NoGAN,2,59.81540617,-50.74276462,119.6543368
NoGAN,51,106.9966484,1266.103327,5611.229413
NoGAN,52,108.9761955,1246.063552,5676.38819
NoGAN,53,109.0952621,1250.337411,5765.8606
NoGAN,53,109.4221997,1263.334012,5778.8572
NoGAN,52,107.4764125,1248.13474,5678.459378
NoGAN,52,107.6685852,1245.818179,5676.142817
NoGAN,53,108.716903,1251.848711,5767.3719
NoGAN,55,56.26229604,-1826.007422,2859.912868
NoGAN,1,79.15357414,-5.173300551,80.02525017
NoGAN,1,79.1630738,-5.385467785,79.81308294
NoGAN,1,79.1045225,-5.214429448,79.98412128
NoGAN,1,79.4572266,-5.02630516,80.17224556
NoGAN,1,79.19993604,-5.095294783,80.10325594
NoGAN,34,80.25410474,-154.7188324,2742.031892
NoGAN,32,80.37019052,-158.4756478,2567.877975
NoGAN,16,74.15830669,-188.9566481,1174.220163
NoGAN,17,74.25309377,-194.8509205,1253.524442
NoGAN,16,74.18560247,-186.863294,1176.313518
NoGAN,66,99.6071727,1138.353149,6761.457496
NoGAN,66,99.74386204,1111.785298,6734.889645
NoGAN,5,96.08291503,87.88047204,513.8732257
NoGAN,5,97.0408014,81.05694576,507.0496994
NoGAN,5,96.74840556,86.35760435,512.350358
NoGAN,10,90.0120822,63.80505279,915.79056
NoGAN,10,90.18910145,64.5289484,916.5144556
NoGAN,3,69.7185155,-35.68098183,219.9146703
NoGAN,3,69.83703872,-35.53374594,220.0619062
NoGAN,3,66.45651073,-61.26333051,194.3323217
NoGAN,3,68.14305036,-61.82289876,193.7727534
NoGAN,64,79.8952375,-420.2627512,5032.444495
NoGAN,64,79.80935936,-435.2415249,5017.465721
NoGAN,67,80.17216934,-422.790553,5285.512346
NoGAN,13,90.68908364,95.15009366,1202.731253
NoGAN,13,90.36510736,92.83616668,1200.417326
NoGAN,13,90.41599477,94.63829768,1202.219457
NoGAN,15,84.2488775,-21.56286132,1256.4154
NoGAN,15,84.12212678,-19.81784457,1258.160416
NoGAN,13,89.19793105,59.26200447,1166.843164
NoGAN,4,25.70952745,-254.7554879,86.03871503
NoGAN,50,98.32858496,641.4763642,4901.4039
NoGAN,47,98.57872234,671.3701533,4675.702037
NoGAN,2,45.63558603,-74.35659991,96.04050154
NoGAN,9,54.87524611,-281.5251939,485.2617627
NoGAN,9,54.22348784,-271.5958433,495.1911132
NoGAN,9,54.09591439,-269.8212982,496.9656583
NoGAN,12,50.39003568,-417.4239211,604.9586876
NoGAN,20,109.3832069,435.0373601,2139.008375
NoGAN,2,93.32850705,24.72092,195.1180214
NoGAN,12,43.91832184,-542.6950444,479.6875643
NoGAN,4,72.50168304,-35.14410213,305.6501008
NoGAN,2,85.42724022,12.02149725,182.4185987
NoGAN,3,101.7052161,44.55500548,300.1506576
NoGAN,39,44.08080386,-1877.044375,1445.699103
NoGAN,55,95.67826965,584.7970558,5270.717346
NoGAN,3,88.42878596,6.548343885,262.1439961
NoGAN,15,74.38632665,-135.4448299,1142.533431
NoGAN,15,74.21176713,-136.626673,1141.351588
NoGAN,12,42.95730703,-514.0343887,508.34822
NoGAN,2,76.21278088,-9.300588095,161.0965134
NoGAN,2,75.79429427,-9.559324577,160.8377769
NoGAN,2,77.32431518,-9.859977032,160.5371244
NoGAN,2,76.03509239,-9.726139842,160.6709616
NoGAN,2,76.59911385,-9.528389408,160.868712
NoGAN,2,76.60952135,-9.356566811,161.0405346
NoGAN,15,74.42304385,-145.0287205,1132.94954
NoGAN,12,94.23395287,24.5360956,1046.918704
NoGAN,25,75.49671668,-372.6991402,1757.264628
NoGAN,25,75.5210694,-409.6527306,1720.311038
NoGAN,21,105.5207206,531.0258023,2320.195367
NoGAN,5,93.5682911,22.45652609,448.4492797
NoGAN,10,85.63145957,-38.13539432,813.8501129
NoGAN,10,85.48850602,-37.58518911,814.4003181
NoGAN,15,85.87474017,-7.769906708,1270.208354
NoGAN,15,85.43686975,-6.381840902,1271.59642
NoGAN,15,85.9909234,-7.118577311,1270.859684
NoGAN,2,56.1846909,-58.68977115,111.7073303
NoGAN,2,56.07170288,-55.95202218,114.4450793
NoGAN,2,58.84439959,-57.2250234,113.1720781
NoGAN,21,86.61711988,21.29224646,1810.461812
NoGAN,21,87.83002531,20.81583063,1809.985396
NoGAN,5,75.01206975,-12.49725655,413.4954971
NoGAN,5,75.4339903,-12.54451611,413.4482375
NoGAN,5,75.32846507,-13.2339475,412.7588061
NoGAN,42,78.99161443,-190.2765545,3388.062576
NoGAN,31,50.55285058,-1062.351364,1578.803708
NoGAN,31,50.92046033,-1163.366419,1477.788653
NoGAN,30,52.00412426,-1029.891265,1526.065256
NoGAN,29,105.1976766,582.5249216,3053.282893
NoGAN,29,105.6458723,586.1532443,3056.911215
NoGAN,29,105.514944,575.1897893,3045.94776
NoGAN,23,107.1831718,531.8860507,2491.452717
NoGAN,23,106.6647806,508.6528909,2468.219558
NoGAN,17,35.95361851,-699.8206856,748.5546767
NoGAN,20,82.47874432,-108.9627822,1595.008232
NoGAN,2,23.11877973,-127.9099241,42.48717735
NoGAN,2,21.75652288,-130.4872425,39.90985897
NoGAN,7,88.46022877,-9.818959661,586.5708954
NoGAN,7,88.40997214,-9.722175332,586.6676797
NoGAN,29,84.64254327,-3.612632422,2467.145339
NoGAN,29,84.51273039,-3.391039408,2467.366932
NoGAN,1,90.15050403,3.721566098,88.92011682
NoGAN,1,90.00881103,4.979467714,90.17801844
NoGAN,1,89.7507655,4.332551439,89.53110216
NoGAN,15,89.98867285,144.652608,1422.630869
NoGAN,15,90.20136967,143.5501396,1421.5284
NoGAN,1,77.33178898,-9.341801894,75.85674883
NoGAN,59,92.95574777,491.5799882,5518.294481
NoGAN,63,92.84056386,486.9471808,5854.455876
NoGAN,59,91.95659163,492.2470459,5518.961539
NoGAN,7,93.99468781,44.95335833,641.3432134
NoGAN,13,95.43263884,125.985098,1233.566257
NoGAN,13,95.66093957,125.1553516,1232.736511
NoGAN,69,83.99494283,-103.9154881,5774.784512
NoGAN,13,84.85864689,-49.50552395,1058.075635
NoGAN,13,84.57180717,-47.81976843,1059.761391
NoGAN,17,97.89526752,164.7473753,1613.122738
NoGAN,8,94.20250733,83.27960054,764.8680063
NoGAN,68,111.5786792,1670.483308,7463.984757
NoGAN,70,115.4640187,1535.291613,7499.190164
NoGAN,14,89.57489696,15.21812806,1207.997838
NoGAN,5,19.35830849,-286.5984905,139.3942631
NoGAN,5,19.26633631,-299.5241289,126.4686248
NoGAN,13,91.2462058,26.65614043,1134.2373
NoGAN,7,90.57216336,-2.056998832,594.3328562
NoGAN,7,90.97204,-2.14673576,594.2431193
NoGAN,7,91.31470028,-2.223865142,594.1659899
NoGAN,15,74.43233303,-196.332118,1081.646143
NoGAN,15,74.09431004,-199.7032894,1078.274972
NoGAN,15,74.41163558,-198.4339415,1079.544319
NoGAN,15,74.35627746,-203.7343473,1074.243914
NoGAN,15,74.19340327,-201.4196077,1076.558653
NoGAN,15,74.04736375,-195.5215035,1082.456757
NoGAN,44,59.3150808,-1030.819066,2717.917166
NoGAN,6,83.62005625,8.985383936,520.1766883
NoGAN,3,75.29217714,-13.71733901,241.8783132
NoGAN,1,85.86128453,0.21690039,85.41545111
NoGAN,1,85.77700813,0.350933028,85.54948375
NoGAN,1,86.11559314,0.090807762,85.28935849
NoGAN,1,85.9828579,0.264267382,85.46281811
NoGAN,1,86.13929407,-0.169550103,85.02900062
NoGAN,1,85.56933658,-0.062826625,85.1357241
NoGAN,1,86.18047838,-0.106080522,85.0924702
NoGAN,1,86.18904639,0.25406418,85.4526149
NoGAN,1,85.88006609,0.501078463,85.69962919
NoGAN,12,77.93338937,-93.18631896,929.1962897
NoGAN,12,77.73556475,-94.8959607,927.486648
NoGAN,12,78.61642623,-92.68486625,929.6977425
NoGAN,18,95.59418417,250.0599258,1783.633839
NoGAN,1,76.71190647,-8.277843716,76.92070701
NoGAN,1,75.78989394,-8.522214933,76.67633579
NoGAN,49,103.4281523,829.3146775,5004.043663
NoGAN,48,102.3233429,817.7006796,4907.231114
NoGAN,9,23.02954827,-501.9117178,264.8752387
NoGAN,70,106.7862566,1319.890639,7283.789189
NoGAN,6,74.73089845,-40.87143804,470.3198663
NoGAN,6,74.77858654,-41.43813931,469.753165
NoGAN,8,84.59395113,83.64845338,765.2368592
NoGAN,20,19.65619,-1328.197066,375.7739484
NoGAN,20,18.98945672,-1294.889603,409.0814119
NoGAN,22,60.5484449,-448.8268305,1425.541285
NoGAN,34,95.92117726,223.5991454,3120.34987
NoGAN,3,49.84734846,-92.60955822,162.986094
NoGAN,27,89.36684755,142.0921396,2442.453009
NoGAN,8,50.64202429,-257.6751544,423.9132514
NoGAN,8,53.04413151,-263.0614312,418.5269746
NoGAN,8,53.38975089,-275.7685764,405.8198294
NoGAN,8,51.06611119,-257.6818685,423.9065373
NoGAN,8,52.39050891,-269.9758792,411.6125266
NoGAN,4,50.21897117,-162.9141984,177.8800045
NoGAN,14,46.9765343,-529.7343991,663.0453111
NoGAN,5,100.5834662,86.37166509,512.3644187
NoGAN,5,100.1610796,82.1876464,508.1804
NoGAN,5,100.1802495,82.19786705,508.1906207
NoGAN,4,83.85981297,-7.529767048,333.2644359
NoGAN,7,19.36914925,-466.2114582,130.1783969
NoGAN,37,39.57543025,-1676.678333,1475.668044
NoGAN,46,93.52404166,237.1419073,4156.275241
NoGAN,45,91.49446557,240.5365649,4074.471348
NoGAN,43,93.43055882,232.8277001,3896.365381
NoGAN,43,91.84238129,233.6931594,3897.230841
NoGAN,23,94.48700015,42.80253592,2002.369203
NoGAN,14,89.86260538,-63.46979333,1129.309917
NoGAN,61,111.0976834,1540.818698,6737.930292
NoGAN,60,113.0016826,1510.207754,6622.120798
NoGAN,1,95.52570398,10.51190149,95.71045222
NoGAN,1,95.68963801,10.29062933,95.48918005
NoGAN,1,95.18480813,10.27318635,95.47173707
NoGAN,37,75.2670259,-407.6400823,2744.706295
NoGAN,37,75.01093859,-401.3049065,2751.04147
NoGAN,1,100.4921776,15.31426098,100.5128117
NoGAN,34,77.62394167,-331.5143435,2565.236381
NoGAN,32,78.37008196,-340.1900013,2386.163622
NoGAN,47,95.51007966,541.3378999,4545.669784
NoGAN,15,83.78784404,30.36096817,1308.339229
NoGAN,4,84.60972812,19.27397859,360.0681815
NoGAN,17,85.5410066,1.888858271,1450.264221
NoGAN,17,86.04188691,0.768318957,1449.143681
NoGAN,46,46.59099246,-1708.607615,2210.525719
NoGAN,22,88.71755862,121.5512933,1995.919409
NoGAN,15,101.2736489,295.9910853,1573.969346
NoGAN,15,101.5222644,293.931926,1571.910187
NoGAN,15,100.9255597,292.6757138,1570.653975
NoGAN,11,94.93649893,181.0747973,1118.258855
NoGAN,6,83.0183544,-32.42460354,478.7667008
NoGAN,10,86.20755239,-1.740614886,850.2448924
NoGAN,10,86.057929,-1.233472377,850.7520349
NoGAN,7,85.21828651,5.454041883,601.843897
NoGAN,8,83.76734167,-67.93978517,613.6486206
NoGAN,62,107.4479264,1341.404919,6623.715064
NoGAN,34,103.9180463,688.7641027,3585.514827
NoGAN,32,102.6265923,675.3562003,3401.709823
NoGAN,13,70.14453138,-190.5240406,917.0571188
NoGAN,6,95.13596283,62.89446212,574.0857665
NoGAN,21,102.1016905,461.4657539,2250.635319
NoGAN,20,102.2436123,435.3859181,2139.356933
NoGAN,9,79.15704961,-103.9652808,662.8216757
NoGAN,19,78.45421918,-168.5579325,1450.214531
NoGAN,4,98.32393711,51.03913389,391.8333368
NoGAN,4,98.62200604,50.98669801,391.7809009
NoGAN,52,61.90045319,-1438.307176,2992.017461
NoGAN,3,32.627954,-179.3538266,76.24182562
NoGAN,3,85.24293703,8.669075623,264.2647278
NoGAN,3,85.38279623,9.056725994,264.6523782
NoGAN,3,85.23365383,8.14236149,263.7380137
NoGAN,5,49.11232716,-194.6861227,231.3066309
NoGAN,5,50.17329163,-186.5673191,239.4254345
NoGAN,4,76.97002964,-19.63371224,321.1604907
NoGAN,16,49.84816887,-571.971184,791.2056276
NoGAN,17,49.63181183,-569.6668024,878.7085599
NoGAN,23,104.9043145,510.8964913,2470.463158
NoGAN,22,104.5615239,534.9208685,2409.288984
NoGAN,2,104.7560969,68.02515423,238.4222557
NoGAN,2,104.0568455,72.80810863,243.2052101
NoGAN,4,85.4381448,-2.259176145,338.5350268
NoGAN,4,85.99523259,-3.373109728,337.4210932
NoGAN,4,85.88584789,-1.930020797,338.8641821
NoGAN,11,72.10013931,-141.1554622,796.0285958
NoGAN,18,58.37274671,-542.6034547,990.9704583
NoGAN,19,59.01928781,-530.3602368,1088.412227
NoGAN,24,79.02444164,-278.2182876,1766.54693
NoGAN,55,101.553132,770.6944648,5456.614755
NoGAN,2,74.29282719,-31.01654407,139.3805574
NoGAN,4,45.37334926,-147.2721537,193.5220492
NoGAN,4,44.88426782,-146.7708053,194.0233976
NoGAN,10,45.63391448,-436.9604243,415.0250829
NoGAN,10,45.23117919,-419.5854931,432.4000141
NoGAN,3,54.43638822,-84.47808212,171.1175701
NoGAN,7,57.50795822,-176.7345664,419.6552887
NoGAN,2,74.82306176,-14.13626546,156.260836
NoGAN,11,80.53144144,-40.1572475,897.0268105
NoGAN,11,80.65617032,-40.08750371,897.0965543
NoGAN,15,93.02134988,175.572907,1453.551168
NoGAN,15,91.91862823,169.861726,1447.839987
NoGAN,15,91.88121425,175.0647902,1453.043051
NoGAN,25,89.6347,54.52152342,2184.485292
NoGAN,10,33.37440265,-586.513978,265.4715292
NoGAN,10,33.42300345,-579.109222,272.8762852
NoGAN,10,30.99444376,-559.2683071,292.7172001
NoGAN,29,101.7138535,397.6411622,2868.399133
NoGAN,29,101.0222973,399.6429586,2870.40093
NoGAN,29,101.5676336,403.0464979,2873.804469
NoGAN,16,94.9608889,145.911378,1509.08819
NoGAN,19,101.2547672,263.7931151,1882.565579
NoGAN,30,90.9427404,197.4498646,2753.406386
NoGAN,30,90.76578647,194.5506386,2750.50716
NoGAN,36,85.28379191,64.04383277,3131.191659
NoGAN,37,85.34306577,66.35898114,3218.705358
NoGAN,64,103.0098852,1013.666374,6466.37362
NoGAN,3,74.35780266,-43.51225757,212.0833946
NoGAN,53,98.31020873,608.4347758,5123.957964
NoGAN,51,98.2067829,611.462776,4956.588863
NoGAN,33,70.28285732,-469.5786094,2341.973564
NoGAN,33,70.26167834,-465.6303178,2345.921856
NoGAN,22,67.61123686,-393.5898998,1480.778216
NoGAN,23,68.42216737,-382.156074,1577.410593
NoGAN,22,67.35300421,-388.6847631,1485.683353
NoGAN,50,100.3205769,842.1939125,5102.121449
NoGAN,47,100.5153937,826.1887638,4830.520648
NoGAN,48,100.435259,817.1425503,4906.672985
NoGAN,48,100.3685369,829.7965757,4919.32701
NoGAN,2,31.89200697,-93.39843808,76.99866337
NoGAN,27,85.14411594,-12.03959447,2288.321275
NoGAN,36,84.7734771,-17.12938403,3050.018442
NoGAN,36,84.43061907,-18.7516154,3048.396211
NoGAN,36,84.57965391,-18.7306611,3048.417165
NoGAN,55,97.47856335,556.1575341,5242.077824
NoGAN,28,98.49407319,530.0397539,2915.599174
NoGAN,29,98.76505529,505.8747728,2976.632744
NoGAN,2,19.17831624,-137.2856144,33.11148709
NoGAN,3,74.25211028,-28.91999326,226.6756589
NoGAN,20,104.3112734,395.7383862,2099.709401
NoGAN,16,76.99924154,-135.2407176,1227.936094
NoGAN,17,76.08961288,-138.703003,1309.672359
NoGAN,15,75.74031719,-152.3827527,1125.595508
NoGAN,15,76.25435366,-149.6241645,1128.354096
NoGAN,10,102.7474968,208.0151017,1060.000609
NoGAN,10,103.5897868,209.6256218,1061.611129
NoGAN,58,105.0507377,1258.411248,6199.92719
NoGAN,2,47.7971223,-81.38600904,89.01109241
NoGAN,4,87.72971688,33.3068467,374.1010496
NoGAN,4,87.56341101,30.16822791,370.9624308
NoGAN,4,88.3969247,33.0286885,373.8228914
NoGAN,29,79.70671399,-217.1542703,2253.603701
NoGAN,3,88.81924194,-15.29834824,240.2973039
NoGAN,12,95.72526872,101.8025868,1124.185195
NoGAN,30,94.14777998,309.7445191,2865.701041
NoGAN,30,94.3167444,319.0448689,2875.001391
NoGAN,65,99.82295942,1146.97731,6684.883107
NoGAN,6,84.46914413,-36.43606564,474.7552387
NoGAN,53,85.81277619,1.958936921,4517.482125
NoGAN,5,84.58974809,28.42701553,454.4197692
NoGAN,42,104.6233328,721.6602564,4299.999387
NoGAN,41,104.043894,740.2052774,4233.345857
NoGAN,41,104.6059452,739.3268076,4232.467387
NoGAN,41,104.9302551,738.673249,4231.813829
NoGAN,37,92.14983514,317.9726284,3470.319005
NoGAN,15,105.8417069,291.4352231,1569.413484
NoGAN,2,37.13320206,-93.09217567,77.30492578
NoGAN,51,97.02046995,603.4462794,4948.572366
NoGAN,21,94.34783919,186.4220256,1975.591591
NoGAN,33,27.02462958,-2275.853786,535.6983875
NoGAN,5,83.72573031,-21.82663111,404.1661225
NoGAN,5,84.22213722,-20.83659372,405.1561599
NoGAN,59,52.38852658,-2370.317071,2656.397421
NoGAN,64,80.26687831,-370.9159426,5081.791304
NoGAN,35,85.57403864,20.12555104,3002.074826
NoGAN,36,85.53957214,18.43724274,3085.585069
NoGAN,9,44.97812878,-362.3047686,404.482188
NoGAN,5,79.05089082,-13.67579622,412.3169574
NoGAN,3,50.62765448,-66.24143062,189.3542216
NoGAN,3,51.73602793,-66.39510987,189.2005423
NoGAN,3,52.61306022,-67.19157692,188.4040753
NoGAN,2,66.8356365,-53.61599943,116.781102
NoGAN,2,68.59304996,-52.82032338,117.5767781
NoGAN,2,68.95310519,-53.93993615,116.4571653
NoGAN,8,85.13701086,-54.11323208,627.4751737
NoGAN,19,95.51036504,170.6103338,1789.382798
NoGAN,37,76.19903957,-289.066145,2863.280232
NoGAN,50,102.9809028,776.5459349,5036.473471
NoGAN,15,54.55447749,-530.0926069,747.885654
NoGAN,55,72.62871833,-715.4412521,3970.479038
NoGAN,32,99.68328365,496.2859652,3222.639588
NoGAN,4,101.4696819,42.20207635,382.9962792
NoGAN,23,37.28803164,-1170.468545,789.0981213
NoGAN,24,35.77347852,-1082.079101,962.6861166
NoGAN,24,38.36104404,-995.7530843,1049.012133
NoGAN,1,74.17864095,-11.00550165,74.19304907
NoGAN,1,74.46479356,-11.40202307,73.79652765
NoGAN,1,74.41131234,-11.84383615,73.35471458
NoGAN,1,74.08681496,-11.21814636,73.98040436
NoGAN,1,74.41921149,-11.19230893,74.0062418
NoGAN,2,42.25277013,-74.50103601,95.89606544
NoGAN,2,42.5986975,-76.32442727,94.07267418
NoGAN,31,104.1498709,560.6854937,3201.840566
NoGAN,30,103.9944394,572.5788781,3128.5354
NoGAN,29,94.59242551,177.2852639,2648.043235
NoGAN,2,76.65587027,-27.7996091,142.5974924
NoGAN,2,75.77748769,-28.29443252,142.1026689
NoGAN,2,19.91049073,-131.87952,38.51758142
NoGAN,60,99.35367449,919.2741569,6031.1872
NoGAN,58,99.15441231,927.8266112,5869.342553
NoGAN,10,80.34329841,-5.856981821,846.1285254
NoGAN,10,80.28623459,-5.99423115,845.9912761
NoGAN,4,70.69101576,-59.53159189,281.262611
NoGAN,64,105.2009989,1239.49461,6692.201856
NoGAN,65,105.2297261,1247.496661,6785.402459
NoGAN,13,96.50734615,132.7536742,1240.334834
NoGAN,5,70.2851213,-77.26746766,348.725286
NoGAN,6,51.18996028,-209.3969647,301.7943396
NoGAN,6,53.42311556,-208.8735346,302.3177697
NoGAN,7,88.53653162,22.57972945,618.9695845
NoGAN,13,88.86190329,22.40548605,1129.986645
NoGAN,62,113.9876248,1423.922217,6706.232362
NoGAN,62,110.4869132,1468.007109,6750.317254
NoGAN,3,77.29805528,-9.715770021,245.8798822
NoGAN,35,27.33106777,-2128.079974,853.8693012
NoGAN,37,27.55846558,-2260.625713,891.7206637
NoGAN,24,104.8752952,383.9865927,2428.75181
NoGAN,24,104.3721132,375.3329143,2420.098132
NoGAN,2,89.64895791,21.51366754,191.910769
NoGAN,2,89.5471727,18.07911537,188.4762168
NoGAN,2,89.63597873,21.17918176,191.5762832
NoGAN,16,98.60542595,268.3465892,1631.523401
NoGAN,9,85.26019593,-12.22321236,754.5637442
NoGAN,9,85.36851825,-12.97315133,753.8138052
NoGAN,5,90.68867264,28.35702942,454.349783
NoGAN,3,54.03339104,-99.70081145,155.8948407
NoGAN,22,94.7142551,347.2143925,2221.582508
NoGAN,22,94.73874014,337.5886872,2211.956803
NoGAN,6,75.1494264,-69.65168137,441.539623
NoGAN,52,92.85276787,404.6456558,4834.970293
NoGAN,11,97.15352095,176.8354865,1114.019545
NoGAN,25,100.2236594,254.7056639,2384.669432
NoGAN,35,109.3705624,887.9872265,3869.936502
NoGAN,30,73.93635103,-426.5398305,2129.416691
NoGAN,31,73.11829982,-417.4918195,2223.663253
NoGAN,30,71.51528841,-433.3881069,2122.568415
NoGAN,13,93.92239915,109.7742736,1217.355433
NoGAN,13,94.41929978,115.977801,1223.55896
NoGAN,13,93.97763629,109.2630813,1216.844241
NoGAN,36,91.27852971,120.784793,3187.932619
NoGAN,27,94.82508244,278.2356728,2578.596542
NoGAN,2,70.82934972,-32.59061572,137.8064857
NoGAN,2,70.77091969,-33.23677021,137.1603312
NoGAN,2,71.25484773,-32.8835895,137.513512
NoGAN,16,19.00010425,-1140.03845,223.1383619
