Data,X1,X2,X3,X4,X5,X6,X7,X8,Outcome
SDV,-0.075664016,-1.286416985,-0.07551729,-1.286604029,0.842417098,-2,0.84203667,-2,0
SDV,-0.407768482,1.343829007,-0.407377369,1.34373879,0.44234119,-0.325152072,0.441951387,-0.325445799,0
SDV,-0.259552403,0.568154633,-0.25829145,0.568454522,0.774304602,-0.22475227,0.774482743,-0.224874837,1
SDV,-0.017756476,-0.510007998,-0.017158687,-0.509582564,-0.603973752,0.293527039,-0.604406239,0.29389085,0
SDV,0.677070845,0.769679205,0.677010941,0.769821802,0.564624775,0.288788184,0.564130964,0.289694392,1
SDV,0.374527249,-0.532339632,0.375562824,-0.531826735,0.489695059,-1.247195053,0.48949009,-1.247128147,0
SDV,-0.65663952,-0.895769935,-0.657425029,-0.894787855,0.421625094,-0.907981387,0.422205331,-0.907868195,1
SDV,-0.123082498,-0.949063751,-0.122765379,-0.949438135,1.429811027,0.521323283,1.430504444,0.521620284,0
SDV,0.891659884,0.23511524,0.891582075,0.235681934,-0.955787294,0.288655432,-0.955760547,0.28819196,0
SDV,0.86485517,-0.670776023,0.864461347,-0.669977803,1.131541234,0.430434647,1.131461958,0.430166156,1
SDV,-1.400686884,2,-1.400738983,2,0.246607914,-0.703740885,0.245349874,-0.703640126,0
SDV,-2,-0.894699521,-2,-0.894608532,2,-0.374468706,2,-0.374926184,1
Synthesize.io,-0.98999989,0.609999955,-0.98751837,0.599161983,-0.970000207,0.390000015,-0.979843616,0.37880075,0
Synthesize.io,-1.102753401,2,-1,1.003229976,2,0.026777783,2,-0.039999954,1
Synthesize.io,-0.384742469,-0.973930418,-0.345200598,-0.979999959,-0.427637994,0.770000041,-0.427069664,0.761181235,0
Synthesize.io,0.961479068,0.052159611,0.938759208,0.025061952,-0.939999938,-0.337488055,-0.943101048,-0.339999884,0
Synthesize.io,2,-0.129999906,1.970000029,-0.67020911,-0.490000069,1.899623871,-0.350000024,1.880943775,1
Synthesize.io,-1.399999857,-1.456273317,-1.389314413,-1.366842866,-0.990000248,1.654493809,-0.999999881,1.649999976,1
Synthesize.io,-0.769999921,-0.610000014,-0.770000041,-0.610000014,0.997284472,0.115493596,1,0.090000093,0
Synthesize.io,-0.030000027,0.880459368,-0.053095572,0.879999936,-0.999999881,-0.169642985,-0.999999881,-0.191499934,0
Synthesize.io,-0.28780055,0.710000098,-0.289999843,0.710226476,0.951300681,-0.319999933,0.952278852,-0.330000073,0
Synthesize.io,0.727401435,1.870000005,0.74000001,1.878374219,-0.50000006,1.916193366,-0.490000099,1.910607576,1
Synthesize.io,0.958417654,0.34709847,0.95278281,0.300748497,0.172537878,0.7700001,0.179999948,0.769999862,0
Synthesize.io,0.339999944,0.891104996,0.274899602,0.884854972,-1,-0.197463632,-0.99999994,-0.214864507,0
Synthesize.io,0.99000001,1.400219321,0.99000001,1.393201709,1.895952344,-0.001230856,1.898005486,-0.030669495,1
Synthesize.io,-0.890000045,-1.218098521,-0.909999847,-1.059119701,-1.75,-0.411577791,-1.748409986,-0.43162474,1
Synthesize.io,-0.030000038,0.969999969,-0.070496403,0.970000029,-0.120000027,0.959999979,-0.09845572,0.960000038,0
Synthesize.io,0.858929038,-1.789900899,0.839999974,-1.771351218,-1.141325116,-1.601835132,-1.175072312,-1.597410798,1
Synthesize.io,-1.160055757,1.428254485,-1.14840591,1.434222341,-1.737398624,0.99999994,-1.74000001,0.990000069,1
Synthesize.io,1.690218091,0.954237878,1.684231281,1.054415107,-1.379999995,-1.542283297,-1.379999995,-1.59969449,1
Synthesize.io,-1.9799999,-0.383793354,-1.9799999,-0.376452684,-1.367968678,-1.442008853,-1.369999886,-1.449999928,1
Synthesize.io,1.581054091,1.158482313,1.519999981,1.299999833,-1.876556158,-0.883560956,-1.860000014,-0.950000048,1
Synthesize.io,0.640000105,0.412811011,0.604728281,0.410760701,-0.980000019,-0.030470049,-0.982609808,-0.039999947,0
Synthesize.io,-0.071542978,0.900000036,-0.089999951,0.900000095,0.980000019,-0.161971346,0.97930491,-0.192907259,0
Synthesize.io,-0.777095616,-0.319999993,-0.784405768,-0.318653911,0.99000001,0.064409018,0.999999881,0.049999923,0
Synthesize.io,0.690000057,-0.718492806,0.690289378,-0.720000029,-0.080609411,0.870000064,-0.068191983,0.870000124,0
Synthesize.io,-0.491378665,0.980000138,-0.486245632,0.979999959,0.643872738,0.900140524,0.632088661,0.912648022,0
Synthesize.io,0.219999954,-1.82833755,0.220000044,-1.820000052,-1.000000119,1.133648515,-0.99999994,1.086201191,1
Synthesize.io,-0.286673963,1.304102778,-0.28893429,1.299999952,0.99000001,0.890000045,0.990933239,0.889999926,0
Synthesize.io,-0.288864791,0.870000064,-0.289999843,0.870000005,0.51000005,-0.810000002,0.50999999,-0.810000002,0
Synthesize.io,0.979999959,0.194210991,0.980000019,0.182689533,0.159999922,0.92347455,0.164491728,0.91923064,0
Synthesize.io,0.257306576,-0.960000098,0.286351353,-0.970000029,0.158652872,0.99000001,0.160000026,0.974614501,0
Synthesize.io,1.495037913,1.77565968,1.298563123,1.522249937,-0.970000148,-1.769999862,-0.989999771,-1.840000153,1
Synthesize.io,0.007572693,0.870000124,-0.013975727,0.869999886,-0.170909762,-0.96999985,-0.171090662,-0.969999969,0
Synthesize.io,-0.753964067,0.454394311,-0.770000041,0.436275125,0.564742386,-0.367509127,0.570000052,-0.371183276,0
Synthesize.io,0.356441796,0.894926965,0.339999825,0.886017919,0.947421551,0.506139636,0.942985594,0.479999989,0
Synthesize.io,-0.199999988,1.980227947,-0.165583,2,0.078792058,-1.976515532,-0.053272575,-1.98999989,1
Synthesize.io,0.120000079,0.966246367,0.092358544,0.950000048,-0.635790169,0.719999969,-0.621513069,0.719999969,0
Synthesize.io,-0.649287999,0.520795763,-0.659577847,0.519999921,0.722953677,0.693795085,0.740000069,0.690000057,0
Synthesize.io,0.697801828,0.784333527,0.689999998,0.780008674,0.181030035,-0.98999995,0.185210496,-0.990000069,0
Synthesize.io,-0.199999973,-0.99999994,-0.233176619,-0.999999881,-0.99000001,-0.630000055,-0.99000001,-0.638405621,0
Synthesize.io,0.23999992,-0.959999979,0.23999995,-0.959999979,0.873339713,0.625615537,0.889999926,0.599834085,0
Synthesize.io,1.699999928,-0.960000038,1.700000167,-0.959999979,-1.73999989,1.130973935,-1.74000001,1.121618629,1
Synthesize.io,0.836719275,-1.742179275,0.844538808,-1.741384029,-1.051142335,1.697247624,-1.100000024,1.669999957,1
Synthesize.io,-1.838860393,0.767502189,-1.862039804,0.75599426,1.498180866,-1.195117116,1.505645394,-1.264252424,1
Synthesize.io,-0.990000129,-0.227201447,-0.990000129,-0.229999959,-0.982112527,0.110200793,-0.98352927,0.093359627,0
Synthesize.io,0.88471061,0.467587322,0.878305137,0.460000068,0.999999881,-0.10999994,0.99999994,-0.134009987,0
Synthesize.io,0.98999995,1.522737384,0.99000001,1.725405812,-1.659999967,-1,-1.659567475,-1.23663044,1
Synthesize.io,0.340000004,-0.960000038,0.345388383,-0.964906037,0.410715222,0.880000055,0.434338719,0.878012955,0
Synthesize.io,0.017257305,-0.96999985,0.009686473,-0.967598081,-0.839999914,0.641423523,-0.840000033,0.639999986,0
Synthesize.io,-1.428371549,1.206867695,-1.455327868,1.15776372,1.891403437,-0.163910702,1.899999857,-0.199999943,1
Synthesize.io,-0.514173687,-1.950000167,-0.535901964,-1.931205511,-1.929999948,0.398902059,-1.929999828,0.395171732,1
Synthesize.io,1.889999866,0.869999945,1.782036543,0.939254284,-1.911930323,-0.940256536,-1.910606384,-0.951145589,1
Synthesize.io,-0.092058718,-0.990000069,-0.076755166,-0.990000129,0.179999948,0.870000064,0.179999962,0.870000005,0
Synthesize.io,0.71411103,-0.925562441,0.720000148,-0.932343841,-0.340583205,-1,-0.340000004,-1,0
Synthesize.io,0.299391329,1.978577614,0.273708522,1.978122711,-1.268121719,-1.450000048,-1.369999886,-1.459999919,1
Synthesize.io,-0.769999981,-0.71952337,-0.769999981,-0.718647063,-0.365481585,-0.910704017,-0.377316862,-0.910000086,0
Synthesize.io,1.000000119,-0.913499653,0.990000248,-0.920000017,-1.419999957,-0.575180829,-1.427159667,-0.576444864,0
Synthesize.io,-0.169999972,0.685704112,-0.196811318,0.693516791,-0.909999907,0.325731039,-0.90263164,0.257323414,0
Synthesize.io,1.610776663,-0.990000129,1.599636793,-0.98999995,-0.430000097,1.99000001,-0.426536709,1.99000001,1
Synthesize.io,-0.610000074,-0.586788654,-0.609999955,-0.610000014,0.799999893,0.674833417,0.819999933,0.661852539,0
Synthesize.io,-1.039493918,1.80217278,-1.069284678,1.329794407,1.940000057,0.239999875,1.94691956,0.318184346,1
Synthesize.io,1.899999976,0.710000157,1.899999976,0.709999979,1.769999743,0.880000114,1.769999981,0.880000055,1
Synthesize.io,-1.627743244,1.166938901,-1.629999995,1.159625411,1.886580229,0.698322475,1.899999857,0.6818524,1
Synthesize.io,-0.029999953,1.300000072,-0.077371217,1.709999919,0.570000052,0.054078829,0.580000043,-0.033271447,1
Synthesize.io,-0.950000107,-0.450000048,-0.958218396,-0.450618029,0.783869565,0.703177035,0.799999952,0.705135167,0
Synthesize.io,-0.229999959,-0.886965573,-0.216811672,-0.901522696,0.78249979,0.680000067,0.794460595,0.67744714,0
Synthesize.io,-0.121618532,-1.820000052,-0.114626244,-1.814353704,-0.120000027,2,0.028331006,2,1
Synthesize.io,-0.734183073,-0.699757099,-0.73851186,-0.699999988,-0.676706016,0.759999871,-0.680000067,0.749610066,0
Synthesize.io,0.899999976,0.02101836,0.899999917,0.019999981,-0.496334195,-0.295861751,-0.495651215,-0.315955877,0
Synthesize.io,-0.169999838,1.052799702,-0.170000002,1.038197875,-1.009742975,-0.082564332,-1.025094509,-0.110000059,0
Synthesize.io,-0.910000265,-0.450000077,-0.914368093,-0.452940494,-0.25000003,-0.825278044,-0.25000006,-0.820000052,0
Synthesize.io,-1.944527984,-0.640000045,-1.952034116,-0.639999986,-1.142785192,-1.709918022,-1.169275999,-1.711022496,1
Synthesize.io,-0.884684443,-1.173431396,-0.889999926,-1.21564889,0.966864824,1.51497829,0.959999919,1.478020668,1
Synthesize.io,-0.170000121,-0.990000069,-0.169999942,-0.990000069,-0.430000067,0.869999945,-0.430000007,0.869999886,0
Synthesize.io,0.839999914,-0.420423895,0.839123905,-0.43566972,-0.25,0.759999931,-0.249999881,0.745923281,0
Synthesize.io,1.044377685,-1.449918389,1.053821564,-1.450790763,1.611578822,-0.899924994,1.601887822,-0.895916164,1
Synthesize.io,-0.290000051,-1.950000167,-0.300000012,-1.928396225,-1.929999948,-0.484988511,-1.929883957,-0.514277577,1
Synthesize.io,0.211348712,0.925703704,0.197282523,0.912033021,-0.782466888,-0.199999958,-0.799753904,-0.199999988,0
Synthesize.io,0.528665841,0.368536115,0.51382488,0.349999905,0.019999959,-0.98999989,0.02000005,-0.989637434,0
Synthesize.io,-1.047838926,-1.690000057,-1.343296647,-1.694649458,-1.995332479,-0.268055558,-1.990000129,-0.349999875,1
Synthesize.io,-1.649999976,0.99999994,-1.695726871,1,1.841531157,0.776546478,1.855191827,0.769999862,1
Synthesize.io,-1.622676849,-1.243010879,-1.629712343,-1.000000119,2.000000238,-0.381426454,1.977434635,-0.42955336,1
Synthesize.io,1.846078873,-0.725852847,1.845529437,-0.719198227,-1.369999886,1.650000095,-1.369999886,1.649999976,1
Synthesize.io,-0.029999999,-0.915722668,-0.030000046,-0.919999957,-0.569999874,0.7700001,-0.569999933,0.767761648,0
Synthesize.io,-0.970988095,0.12635912,-0.9799999,0.110000066,-0.375962436,0.719999969,-0.367188841,0.719999969,0
Synthesize.io,-1.818521738,-0.570914745,-1.8199507,-0.540000081,-0.620000005,-1.980134726,-0.577157855,-1.985397339,1
Synthesize.io,-0.132306442,0.969999969,-0.169999927,1,0.889999926,-0.400000036,0.8968243,-0.409999967,0
Synthesize.io,0.706528962,0.579999983,0.700000167,0.577851832,0.574332118,0.643951833,0.579999983,0.639999986,0
Synthesize.io,0.539033711,-1.120000005,0.552162409,-1.214264512,-0.490000129,1.320688963,-0.488668591,1.320000052,1
Synthesize.io,-0.807826817,1.870000005,-0.810000122,1.870000124,-1.919999957,-0.114072517,-1.919999957,-0.199999988,1
Synthesize.io,0.820000052,0.453756154,0.819999993,0.419999987,0.519999743,0.880000114,0.519999981,0.880416334,0
Synthesize.io,1.923954248,-0.560000122,1.913395405,-0.540000081,-0.920000136,1.836759329,-0.920000076,1.809696674,1
Synthesize.io,1.516094804,-0.99999994,1.519999862,-0.990000069,-0.186328858,1.99000001,-0.184450775,1.99000001,1
Synthesize.io,-0.390000015,0.889999747,-0.410000086,0.886267483,-0.5,0.869999886,-0.491801798,0.863005817,0
Synthesize.io,-0.490294248,0.84637475,-0.509384751,0.831403434,-0.99000001,-0.230000064,-0.98999995,-0.250047117,0
Synthesize.io,0.03663864,-0.99999994,0.072039247,-1,0.511859775,-0.709999919,0.519999981,-0.709999919,0
Synthesize.io,1.519999862,-0.466458976,1.519999981,-0.494857401,0.183778986,1.880000114,0.208045021,1.878508091,1
Synthesize.io,1.309985042,-1.352128744,1.285259485,-1.285642028,0.755911648,-1.899999857,0.789747894,-1.899999857,1
Synthesize.io,0.640000045,-0.869999886,0.640000045,-0.869999945,-0.929999948,0.507292569,-0.930000007,0.504285991,0
Synthesize.io,-0.804922044,0.399999976,-0.810000002,0.350785941,0.180000022,0.990000069,0.190815777,0.99000001,0
Synthesize.io,-0.830000043,0.605050683,-0.830000043,0.590000033,-0.720000029,0.090000011,-0.725628018,0.089999937,0
Synthesize.io,-1.879999995,-0.81039691,-1.886943102,-0.787123144,1.886157274,0.443659484,1.887226701,0.412532121,1
Synthesize.io,-0.959999979,0.109999985,-0.959999979,0.109110802,0.070983879,-0.947746933,0.06488888,-0.94138658,0
Synthesize.io,0.739218831,0.10928791,0.700000048,0.189999983,-0.715847433,-0.9799999,-0.741848171,-0.980000019,1
Synthesize.io,-0.229999959,1.987226009,-0.280000061,2,-1.694021344,-0.800337374,-1.758849144,-0.910000026,1
Synthesize.io,0.585912168,-0.810000002,0.581702948,-0.809999824,-0.909999967,0.46041587,-0.914613426,0.456282258,0
Synthesize.io,-1.9799999,-0.130000144,-1.979999781,-0.106329456,1.750342846,-0.709999979,1.759673834,-0.719828129,1
Synthesize.io,-1.705089092,0.980000079,-1.697461128,0.98999995,-1.735036016,1.12490356,-1.709097505,1.012805343,1
Synthesize.io,1.000000119,-1.445560098,1.05928421,-1.437337637,-1.477203369,1.450000167,-1.484763145,1.450000048,1
Synthesize.io,-0.033856362,-0.969999909,-0.030000063,-0.970000029,-0.620000064,0.735668361,-0.620430529,0.730000079,0
Synthesize.io,0.905937672,-0.106628716,0.899999976,-0.122966185,-0.970000207,0.138033271,-0.978319108,0.130000055,0
Synthesize.io,-0.660201311,1.969181061,-0.609999955,1.962236166,1.519999981,0.959999979,1.587696552,0.930000067,1
Synthesize.io,-0.051988851,0.99000001,-0.088138081,0.99000001,-0.056993749,0.99000001,-0.04608034,0.98999995,0
Synthesize.io,0.700000048,-0.705996156,0.700000107,-0.719999969,0.188727826,0.959999859,0.193376452,0.955145657,0
Synthesize.io,0.5400002,0.147397757,0.48999989,0.116341874,0.067068167,-1.970000029,0.079128243,-1.970949054,1
Synthesize.io,0.022636652,-0.960000098,0.02999999,-0.970000029,0.690000057,0.719999969,0.689999998,0.719999969,0
Synthesize.io,1.899999976,0.620000124,1.901622176,0.619999945,1.839999914,0.716186643,1.847830057,0.709999979,1
Synthesize.io,-1.879999995,-0.809906483,-1.879999876,-0.748775661,0.892420292,1.855990052,0.910000086,1.840611696,1
Synthesize.io,-1.399269104,-1.612059832,-1.400000095,-1.574523807,0.038218889,-2,0.041972827,-2,1
Synthesize.io,-0.959999979,-0.368885666,-0.963649571,-0.35762912,0.215509117,-0.950000107,0.22088775,-0.945370257,0
Synthesize.io,1.789188147,-0.869999826,1.795184731,-0.869999945,-1.758231044,1.019935608,-1.750000119,1.021144032,1
Synthesize.io,-0.103723638,-0.97757417,-0.098916613,-0.973861098,-0.487006992,-0.762963116,-0.498851895,-0.762924373,0
Synthesize.io,0.26000008,-0.921447694,0.264027596,-0.922148466,0.159999952,0.390000015,0.159217805,0.380991518,0
Synthesize.io,0.359999985,-0.967372656,0.369056046,-0.9613778,0.710000038,-0.690000057,0.714567184,-0.696971297,0
Synthesize.io,-1.000000119,-1.746263027,-1.000000119,-1.744245887,0.309999824,1.890292883,0.283392996,1.887607336,1
Synthesize.io,-0.587708831,0.840277374,-0.588255882,0.836748242,0.710000098,0.430024534,0.709999979,0.430000037,0
Synthesize.io,-0.827558517,0.460000128,-0.830000043,0.440730989,-0.98544848,-0.026851119,-0.987167418,-0.039999947,0
Synthesize.io,-0.141080767,-0.98999989,-0.131551072,-0.98999995,0.310000002,-0.845315397,0.310000151,-0.860571742,0
Synthesize.io,0.706888139,-0.689999938,0.700955033,-0.693445802,-0.975767553,-0.048584778,-0.98526597,-0.056129567,0
Synthesize.io,-0.170000002,-0.584795058,-0.170000017,-0.606479228,0.960000038,0.565900922,0.967295706,0.542000651,0
Synthesize.io,-0.980000019,1.762634516,-0.979999959,1.786436319,-0.870000064,-1.769999981,-0.839805901,-1.819999933,1
Synthesize.io,-0.425746709,0.888763785,-0.439999849,0.879999995,-0.839999974,-0.439999938,-0.870000005,-0.443367183,0
Synthesize.io,-0.439999998,0.808990955,-0.447449178,0.7900002,-0.99000001,-0.059866056,-0.98999995,-0.104285076,0
Synthesize.io,-1.864865422,0.181233361,-1.869999886,0.189999938,1.769999981,0.807991028,1.769999981,0.769887388,0
Synthesize.io,-0.51000005,1.819999933,-0.547238767,1.816615224,1.643450618,0.941821516,1.663181782,0.930000126,1
Synthesize.io,-1.638806581,2,-1.823756576,1.96999979,1.7579391,-0.766961217,2,-1.493095279,1
Synthesize.io,-0.389999956,1.980506182,-0.439999968,1.981785297,-1.92776382,0.718496025,-1.919999957,0.701598346,1
Synthesize.io,0.905963123,-0.429999948,0.903963566,-0.441551358,-0.729999959,0.759999931,-0.729999959,0.751046658,0
Synthesize.io,0.664152622,-0.760613322,0.667700768,-0.760991514,-0.919999957,0.392478317,-0.920000076,0.389999926,0
Synthesize.io,-0.538203001,0.763990939,-0.54111433,0.760180175,0.846547067,-0.341757089,0.860732555,-0.349999875,0
Synthesize.io,0.700000048,-1.819999933,0.720000148,-1.81908834,-0.990000308,1.789999962,-0.99000001,1.78253305,1
Synthesize.io,0.9799999,0.102583468,0.980000019,0.092316084,-0.344682544,0.929999948,-0.339999974,0.929999888,0
Synthesize.io,0.848366618,-0.509999931,0.849999905,-0.529999912,0.930000186,-0.284267277,0.939365149,-0.289999962,0
Synthesize.io,0.850788653,-0.423423976,0.844800532,-0.420000046,-0.715722322,-0.654321194,-0.71999985,-0.654234648,0
Synthesize.io,-0.93113637,0.238499492,-0.947410524,0.233817428,0.782847703,-0.611177325,0.783890426,-0.619999945,0
Synthesize.io,0.390000105,-0.889999926,0.389999926,-0.885235131,-0.928501189,-0.192048058,-0.930000007,-0.195934102,0
Synthesize.io,-0.070524856,1.9966712,-0.043174863,2,-0.929999948,-1.830036402,-0.930000007,-1.905348659,1
Synthesize.io,1.519999981,1.239592671,1.519999981,1.213707924,1.24000001,1.417012095,1.240000129,1.388834715,1
Synthesize.io,1.262738228,-1.436098933,1.126674533,-1.341452122,-1.417917371,-1.309555173,-1.420000076,-1.399999857,1
Synthesize.io,0.798639178,-0.407867759,0.775568843,-0.416065931,-0.689999938,-0.258898139,-0.689999998,-0.259999931,0
Synthesize.io,1.211467624,1.427467585,1.142033935,1.436877966,0.990000129,1.650000095,0.993975163,1.649999857,1
Synthesize.io,-0.709999859,0.460000128,-0.717374802,0.4603585,0.160622954,-0.960000098,0.166261405,-0.959999979,0
Synthesize.io,-1.8642869,0.899999976,-1.838354588,0.904953599,-0.980000019,1.776938677,-0.989999831,1.769999981,1
Synthesize.io,1.070045233,0.558213472,0.990000069,0.589999974,-1.370000005,-0.243811369,-1.369999886,-0.242851153,0
Synthesize.io,1.699999928,-0.915403664,1.700000167,-0.889999926,1.538093925,1.027163029,1.597100854,1.004739761,1
Synthesize.io,0.899999857,-0.99999994,0.89468807,-0.99000001,1.871437192,-0.739999831,1.899999976,-0.730000019,1
Synthesize.io,1.079017639,-1.448932528,1.095307112,-1.460000038,-1.811982989,0.999999881,-1.790474415,1,1
Synthesize.io,0.023879727,1.87372613,-0.023432171,1.870000124,-1.418432713,-1.42965591,-1.417129517,-1.440000057,1
Synthesize.io,-0.700000048,0.460000157,-0.700000048,0.426738709,-0.81074512,-0.733924627,-0.826199174,-0.736768842,0
Synthesize.io,0.033337805,-1.546221018,-0.025912141,-1.460000038,-1.74000001,-0.494889557,-1.74000001,-0.556663752,0
Synthesize.io,-0.169999942,-0.919691682,-0.169999897,-0.929430187,0.819999933,0.639999986,0.827831089,0.629906237,0
Synthesize.io,-0.790000141,0.399999976,-0.796118796,0.386593908,-0.485496461,-0.819999993,-0.490000099,-0.819999993,0
Synthesize.io,1.23124063,1.773939729,1.0294137,1.763554573,-0.970000207,-1.820000052,-0.989999771,-1.840000033,1
Synthesize.io,1.699999928,0.908027768,1.68023777,0.916953504,-1.849999905,0.860000134,-1.856547356,0.76000005,1
Synthesize.io,1.236063838,1.351348758,1.238610983,1.547573447,-1.659999967,-0.990000069,-1.657302737,-1.11330235,1
Synthesize.io,-0.599999905,0.699999988,-0.606243253,0.699999928,0.889999986,-0.249786988,0.896509886,-0.259999931,0
Synthesize.io,-0.02999996,-0.991516888,-0.024147559,-0.997629642,0.491445363,0.819999993,0.504035056,0.810201168,0
Synthesize.io,-0.395341694,2,-0.230000049,2,-1.552684903,-0.805089355,-1.56504488,-0.990000069,1
Synthesize.io,-0.169999897,-0.960000038,-0.169999897,-0.960000038,-0.56324327,0.819999993,-0.56664449,0.819690645,0
Synthesize.io,-0.289999992,-0.990000129,-0.280000061,-0.996117353,-0.130980268,0.933388948,-0.133898452,0.930000126,0
Synthesize.io,-1.43806088,-1.314205766,-1.466511011,-1.15226078,-1.27042377,-1.55771327,-1.353133798,-1.569999933,1
Synthesize.io,1.499999881,1.387255311,1.493438005,1.439009547,-1.945283175,-0.6279338,-1.954249501,-0.788882911,1
Synthesize.io,-0.241911933,1.446656704,-0.280000001,1.474163532,-1.498252511,-0.332460016,-1.499083161,-0.340000033,1
Synthesize.io,0.416394979,-0.990000069,0.407636821,-0.99000001,0.930000007,0.680000067,0.929999888,0.680000067,0
Synthesize.io,-0.120055184,0.917823255,-0.143050864,0.900000095,-0.557895482,-0.768178046,-0.569476843,-0.766868711,0
Synthesize.io,-0.450000107,0.885684073,-0.485577226,0.879999995,-0.009999939,0.957262397,0.000180657,0.958148003,0
Synthesize.io,0.840000033,-0.560000122,0.839999974,-0.559999943,0.080000021,-0.96999985,0.093364529,-0.969999969,0
Synthesize.io,1.297795057,1.146580935,0.990000129,1.188563228,-0.990000069,-0.994669735,-0.989999831,-1.122045994,1
Synthesize.io,-0.610000074,0.833321154,-0.607304037,0.7900002,-0.839999914,-0.360000074,-0.870000005,-0.360000163,0
Synthesize.io,-1.837281108,0.985698342,-1.863765478,1.000000119,-0.890000105,1.778352976,-0.893463731,1.7700001,1
Synthesize.io,-1.408121109,1.312160015,-1.437007546,1.299999952,1.224852681,-1.459999919,1.240114331,-1.474555254,1
Synthesize.io,-0.966015458,-0.259018898,-0.9799999,-0.244622245,0.880206347,-0.26000002,0.889999986,-0.259999931,0
Synthesize.io,1.383230209,1.149999976,1.304654002,1.160000205,1.352730155,-1.467973709,1.378954291,-1.508010983,1
Synthesize.io,-0.700000048,-0.801907778,-0.700000048,-0.809999824,0.930000007,0.647259176,0.929999948,0.639999926,0
Synthesize.io,1.659999847,-0.674957037,1.659999967,-0.639999986,1.821085811,-0.819999814,1.840256214,-0.819999993,1
Synthesize.io,1.651395798,1.07160008,1.627056956,1.059201002,-1.508816361,1.419999838,-1.504514813,1.376745224,1
Synthesize.io,-0.019193059,0.900000036,-0.02000002,0.900000036,0.74000001,-0.25999999,0.73434037,-0.2694574,0
Synthesize.io,0.490279585,-0.539999962,0.490000099,-0.540000021,-0.389902592,-0.819999874,-0.420000046,-0.819999993,0
Synthesize.io,-0.613533854,-0.272492647,-0.623016357,-0.320000082,0.643538296,0.869999886,0.649999976,0.859999955,0
Synthesize.io,-0.450000018,0.869999886,-0.461722195,0.849264979,-0.710837364,-0.409999996,-0.71999979,-0.424969107,0
Synthesize.io,-0.943354666,0.569999993,-0.949999988,0.572490633,0.950000048,-0.040000066,0.949999928,-0.03999998,0
Synthesize.io,0.48999998,-1.90228343,0.505419254,-1.899109483,-1.000000119,1.763012767,-0.99999994,1.745419502,1
Synthesize.io,1.229824781,-1.501539946,1.179804921,-1.52431643,-1.849999905,0.959999859,-1.850070953,0.930000126,1
Synthesize.io,-0.509999931,-0.086471967,-0.51000011,-0.110731333,0.939999998,0.508734524,0.946647763,0.483625233,0
Synthesize.io,-0.169999957,2,-0.046043865,2,-0.99999994,-1.820000172,-1.000000119,-1.919999957,1
Synthesize.io,-1.768574357,-0.261375159,-1.768615961,-0.240000129,-0.135864034,-1.999999881,-0.11893522,-2,1
Synthesize.io,-0.850000083,1.916513443,-0.879999995,1.919999838,-0.970000148,-1.827718496,-0.950238109,-1.860846996,1
Synthesize.io,0.524396539,-0.810000062,0.530770421,-0.812036872,0.720000088,0.652701914,0.725932717,0.650000036,0
Synthesize.io,0.762255967,0.680879116,0.761138976,0.67105478,0.649999857,0.839999974,0.650000155,0.840695679,0
Synthesize.io,-0.797861278,0.415177584,-0.809370875,0.400000066,-0.920000136,-0.350547671,-0.920087636,-0.360000163,0
Synthesize.io,-0.99000001,-0.130000144,-0.99000001,-0.149999976,-0.76000011,-0.668602526,-0.76958245,-0.66623354,0
Synthesize.io,-0.549993455,0.849999845,-0.539296389,0.838891685,-0.931332529,-0.198260158,-0.940000057,-0.210098118,0
Synthesize.io,-0.449999869,-1.435451269,-0.447428226,-1.428892493,0.580000043,0.930000067,0.570913136,0.930000126,0
Synthesize.io,-1.98999989,-0.090000033,-1.99000001,-0.011907249,-0.554750264,-1.12747395,-0.567964435,-1.25257647,1
Synthesize.io,0.98999995,-0.990000129,0.99000001,-0.990000069,-0.074162938,1.754546762,-0.09217,1.745424509,1
Synthesize.io,0.339999914,0.899999976,0.319920093,0.899999976,0.579999864,-0.861539304,0.580000043,-0.858798981,0
Synthesize.io,-0.199999914,-0.99257642,-0.191504434,-0.991999686,-0.780000091,0.465215117,-0.793835878,0.454629064,0
Synthesize.io,-0.773967445,0.649999917,-0.789148569,0.649999917,0.890000045,0.430905581,0.894631267,0.429999977,0
Synthesize.io,0.530723453,0.870000005,0.490000099,0.852137208,-0.99000001,-0.183532596,-0.98999995,-0.199999914,0
Synthesize.io,0.986441195,0.083269082,0.981657922,0.069999866,0.159999996,-0.932819366,0.165574133,-0.936399162,0
Synthesize.io,-1.9799999,-0.252224326,-1.9799999,-0.240000129,1.598874807,-0.983190477,1.628930092,-0.99000001,1
Synthesize.io,0.819999933,-0.648807228,0.819999874,-0.657355666,-0.99000001,-0.130978152,-0.99000001,-0.146095067,0
Synthesize.io,0.48999995,-1.989665508,0.415120602,-1.971847057,0.476810843,-1.896432161,0.529856384,-1.899999857,1
Synthesize.io,0.449999988,-0.868405044,0.449327141,-0.866258681,-0.909999907,0.366287738,-0.910000145,0.361950576,0
Synthesize.io,-0.909999967,1.654269099,-0.910000026,1.654160976,-1.719458222,-0.99000001,-1.691105247,-0.99999994,1
Synthesize.io,-0.792574525,0.474462628,-0.807256281,0.465105265,-0.929999948,0.25999999,-0.930000067,0.240000039,0
